"county","year","val"
"Imperial","p12",0.000181226107886167
"Inyo","p12",0.000217971772655441
"Kern","p12",0.00038308071873909
"Kings","p12",0.000298031008470704
"Lake","p12",0.000109453669825187
"Lassen","p12",5.94724791102917e-05
"Los Angeles","p12",0.000609237195375112
"Madera","p12",0.000211183485451438
"Marin","p12",0.000898223470188744
"Mariposa","p12",0.000167775851462446
"Mendocino","p12",0.000526991109889103
"Merced","p12",0.000348836763561508
"Modoc","p12",0.000213880868356326
"Mono","p12",0.000558230409601563
"Monterey","p12",0.00049671836304227
"Napa","p12",0.000447530641412464
"Nevada","p12",0.000580820689444348
"Orange","p12",0.000613046885253997
"Placer","p12",0.000577355987153829
"Plumas","p12",0.000103215151984311
"Riverside","p12",0.000326817040833114
"Sacramento","p12",0.000332213956862018
"San Benito","p12",0.000300358663580629
"San Bernardino","p12",0.000307690526989957
"San Diego","p12",0.000557282076403404
"San Joaquin","p12",0.0002787334921876
"San Luis Obispo","p12",0.000919171286839802
"San Mateo","p12",0.000635801867904722
"Santa Barbara","p12",0.00284385116092893
"Santa Clara","p12",0.000653479902908448
"Santa Cruz","p12",0.000754674476233386
"Shasta","p12",0.000387912860154603
"Sierra","p12",0.00032605151613955
"Siskiyou","p12",0.00022686540075773
"Solano","p12",0.000331209462582862
"Sonoma","p12",0.000502047988440651
"Stanislaus","p12",0.000313206154981323
"Tehama","p12",7.9098905271151e-05
"Trinity","p12",0.00022240343983987
"Tulare","p12",0.00033127380335676
"Tuolumne","p12",0.000276645580125782
"Ventura","p12",0.00137249914818672
"Yolo","p12",0.000606131706554043
"Yuba","p12",0.00019237639816418
"Alameda","p13",0.000488100415740004
"Alpine","p13",0
"Amador","p13",0.000163844893500819
"Butte","p13",0.000248149033797898
"Calaveras","p13",0.000313514723995073
"Colusa","p13",0.000423529411764706
"Contra Costa","p13",0.000681360269471127
"Del Norte","p13",0.000143802128271498
"El Dorado","p13",0.000611634275764405
"Fresno","p13",0.000249076734551462
"Glenn","p13",0.000107878744291416
"Humboldt","p13",0.000252970543812266
"Imperial","p13",0.000192702252349267
"Inyo","p13",0.000326850792613172
"Kern","p13",0.000373549883990719
"Kings","p13",0.000305979233322469
"Lake","p13",9.40497836854975e-05
"Lassen","p13",0.000248996233931962
"Los Angeles","p13",0.000601652201794869
"Madera","p13",0.000198189865891524
"Marin","p13",0.000816535027804759
"Mariposa","p13",0
"Mendocino","p13",0.000470972040342776
"Merced","p13",0.000316762458687306
"Modoc","p13",0.000109349371241115
"Mono","p13",0.000497618539845027
"Monterey","p13",0.000506196216651981
"Napa","p13",0.000515833213927497
"Nevada","p13",0.000408421654516122
"Orange","p13",0.000615146781751719
"Placer","p13",0.000541874887109399
"Plumas","p13",0.000158772161947605
"Riverside","p13",0.000322728057881146
"Sacramento","p13",0.000320446621621158
"San Benito","p13",0.000314470902706197
"San Bernardino","p13",0.000301526164116658
"San Diego","p13",0.00053866821527288
"San Joaquin","p13",0.000246422599088949
"San Luis Obispo","p13",0.000816116302013812
"San Mateo","p13",0.000626451758539579
"Santa Barbara","p13",0.00265761008373197
"Santa Clara","p13",0.00067562318335856
"Santa Cruz","p13",0.000610082733170645
"Shasta","p13",0.000302695673133517
"Sierra","p13",0.000330250990752972
"Siskiyou","p13",0.00020674446384269
"Solano","p13",0.000323373278981445
"Sonoma","p13",0.000497902131871201
"Stanislaus","p13",0.00033240933726366
"Tehama","p13",7.95228628230616e-05
"Trinity","p13",0.000223430401429955
"Tulare","p13",0.000333731158555452
"Tuolumne","p13",0.000240754115969406
"Ventura","p13",0.00124442811190547
"Yolo","p13",0.000572004731157776
"Yuba","p13",0.000191544670953619
"Alameda","p14",0.000539248858061242
"Alpine","p14",0
"Amador","p14",0.000190600664379459
"Butte","p14",0.00025948925356574
"Calaveras","p14",0.00035817420697992
"Colusa","p14",0.00028333962976955
"Contra Costa","p14",0.000687182335987072
"Del Norte","p14",0.000147194112235511
"El Dorado","p14",0.000573432072875025
"Fresno","p14",0.000251934534498895
"Glenn","p14",0.000107793467715856
"Humboldt","p14",0.000237928829538864
"Imperial","p14",0.000224751930057199
"Inyo","p14",0.000382680953422261
"Kern","p14",0.000354358610914245
"Kings","p14",0.000307702598749122
"Lake","p14",7.80713259634002e-05
"Lassen","p14",0.000284234461849419
"Los Angeles","p14",0.000584955964459219
"Madera","p14",0.000221561880930039
"Marin","p14",0.000760488402551861
"Mariposa","p14",5.64525234277972e-05
"Mendocino","p14",0.000355402694181714
"Merced","p14",0.000283640736860816
"Modoc","p14",0.000110277900308778
"Mono","p14",0.000424508277911419
"Monterey","p14",0.000478440982554408
"Napa","p14",0.000534169011075104
"Nevada","p14",0.00046666396136834
"Orange","p14",0.000612178905926909
"Placer","p14",0.000517310958054477
"Plumas","p14",0.000107399849640211
"Riverside","p14",0.000323811546860712
"Sacramento","p14",0.000316627986523987
"San Benito","p14",0.000397751837440553
"San Bernardino","p14",0.000305357184540066
"San Diego","p14",0.000523873326075441
"San Joaquin","p14",0.000250147910492018
"San Luis Obispo","p14",0.000722431683481474
"San Mateo","p14",0.000636552368978505
"Santa Barbara","p14",0.00227767085378492
"Santa Clara","p14",0.000705694665212636
"Santa Cruz","p14",0.000664547498532458
"Shasta","p14",0.0002963476549395
"Sierra","p14",0.000336473755047106
"Siskiyou","p14",0.000230744381374314
"Solano","p14",0.000321673822743738
"Sonoma","p14",0.000479380616174583
"Stanislaus","p14",0.000357944376580211
"Tehama","p14",0.00012738650658429
"Trinity","p14",0.000228519195612431
"Tulare","p14",0.000353738866014264
"Tuolumne","p14",0.000334255631278899
"Ventura","p14",0.0011919786013722
"Yolo","p14",0.000604612328333285
"Yuba","p14",0.000176791372581018
"Alameda","p15",0.000582427572806506
"Alpine","p15",0
"Amador","p15",0.00010801760686992
"Butte","p15",0.000204780284110385
"Calaveras","p15",0.000244634715890137
"Colusa","p15",0.00018840374923461
"Contra Costa","p15",0.000707040612590659
"Del Norte","p15",0.000110334681868334
"El Dorado","p15",0.000552638850511191
"Fresno","p15",0.000258899542851485
"Glenn","p15",0.000108096422008432
"Humboldt","p15",0.000236858077600628
"Imperial","p15",0.000285016514192146
"Inyo","p15",0.000552242102937928
"Kern","p15",0.000336746074054457
"Kings","p15",0.00031315587833561
"Lake","p15",0.000108932461873638
"Lassen","p15",0.000319938571794216
"Los Angeles","p15",0.000587779423278128
"Madera","p15",0.000214877324581966
"Marin","p15",0.000812522037743948
"Mariposa","p15",0.000113494495516967
"Mendocino","p15",0.000287003340718886
"Merced","p15",0.000259054713106291
"Modoc","p15",0
"Mono","p15",0.000355189315905378
"Monterey","p15",0.000432003567513332
"Napa","p15",0.000496940267779813
"Nevada","p15",0.000354696177388625
"Orange","p15",0.000631572930955647
"Placer","p15",0.000517646932606661
"Plumas","p15",0
"Riverside","p15",0.000326112533975384
"Sacramento","p15",0.000325372203037611
"San Benito","p15",0.000377902981998076
"San Bernardino","p15",0.000322395978842882
"San Diego","p15",0.000510538427541643
"San Joaquin","p15",0.000274135331475305
"San Luis Obispo","p15",0.000674814426032841
"San Mateo","p15",0.000671847122102333
"Santa Barbara","p15",0.00202836087185598
"Santa Clara","p15",0.000759803473909152
"Santa Cruz","p15",0.000683721933580253
"Shasta","p15",0.000330876992272059
"Sierra","p15",0
"Siskiyou","p15",0.000184953992694317
"Solano","p15",0.000283796598593938
"Sonoma","p15",0.000455214300117996
"Stanislaus","p15",0.000371335175005767
"Tehama","p15",0.000110833148611419
"Trinity","p15",0.000229112570643043
"Tulare","p15",0.000328111978055871
"Tuolumne","p15",0.000354378438869719
"Ventura","p15",0.0011291058663848
"Yolo","p15",0.000674410598150323
"Yuba","p15",0.00020257951245864
"Alameda","p16",0.000525152185105545
"Alpine","p16",0
"Amador","p16",8.01517539875498e-05
"Butte","p16",0.00016354964615813
"Calaveras","p16",0.000264772075371784
"Colusa","p16",4.65202828433197e-05
"Contra Costa","p16",0.000610234351094025
"Del Norte","p16",0.000109561025491199
"El Dorado","p16",0.000489310448660042
"Fresno","p16",0.000234431784445605
"Glenn","p16",0.000179597701149425
"Humboldt","p16",0.000234793455132438
"Imperial","p16",0.000260851708578691
"Inyo","p16",0.00050217609641781
"Kern","p16",0.00029403216870862
"Kings","p16",0.000240992890709724
"Lake","p16",0.000109541023113156
"Lassen","p16",0.000195306142378178
"Los Angeles","p16",0.000518716748989779
"Madera","p16",0.000201356231650601
"Marin","p16",0.000686976612092323
"Mariposa","p16",0.000114573785517874
"Mendocino","p16",0.000206221000171851
"Merced","p16",0.000250347497272333
"Modoc","p16",0
"Mono","p16",0.000210187066489175
"Monterey","p16",0.000391747493392142
"Napa","p16",0.000390514058506106
"Nevada","p16",0.000283077047506395
"Orange","p16",0.000561455880057605
"Placer","p16",0.000424866008872047
"Plumas","p16",0
"Riverside","p16",0.000301670405334944
"Sacramento","p16",0.000303774949751388
"San Benito","p16",0.000371464753060363
"San Bernardino","p16",0.000290343158408225
"San Diego","p16",0.000458245376939338
"San Joaquin","p16",0.000253817843394391
"San Luis Obispo","p16",0.00054293247410425
"San Mateo","p16",0.000582102496920196
"Santa Barbara","p16",0.00142458477742269
"Santa Clara","p16",0.000680886635745874
"Santa Cruz","p16",0.000586743246986108
"Shasta","p16",0.000246400591361419
"Sierra","p16",0
"Siskiyou","p16",0.000230542235337514
"Solano","p16",0.000264322400411978
"Sonoma","p16",0.000386033545121153
"Stanislaus","p16",0.000320812973454117
"Tehama","p16",0.000126077569224465
"Trinity","p16",0.000155908949173683
"Tulare","p16",0.000328807691051422
"Tuolumne","p16",0.000297563697228938
"Ventura","p16",0.000885140613437851
"Yolo","p16",0.000519415472088375
"Yuba","p16",0.00016010246557797
"Alameda","p17",0.000548128052350445
"Alpine","p17",0
"Amador","p17",0.000155726855096161
"Butte","p17",0.000188022527722391
"Calaveras","p17",0.000284582211422692
"Colusa","p17",4.63413503869503e-05
"Contra Costa","p17",0.000658207736996251
"Del Norte","p17",7.31234689773683e-05
"El Dorado","p17",0.00045580059254077
"Fresno","p17",0.000231416165434139
"Glenn","p17",0.000143235694335028
"Humboldt","p17",0.000234420212882856
"Imperial","p17",0.000242225390726071
"Inyo","p17",0.000279829863443027
"Kern","p17",0.000288497513962829
"Kings","p17",0.000287308321918952
"Lake","p17",0.000109185631170938
"Lassen","p17",0.00019404915912031
"Los Angeles","p17",0.000515751093830772
"Madera","p17",0.000167285408208566
"Marin","p17",0.000743024997208844
"Mariposa","p17",0.00017227518088894
"Mendocino","p17",0.00026262903078469
"Merced","p17",0.00029509841532151
"Modoc","p17",0
"Mono","p17",0.000209000975337885
"Monterey","p17",0.000416538176529339
"Napa","p17",0.000421796136633352
"Nevada","p17",0.000352229613453159
"Orange","p17",0.000562645682229942
"Placer","p17",0.000488165872531581
"Plumas","p17",0
"Riverside","p17",0.000301039684235459
"Sacramento","p17",0.00030445864960476
"San Benito","p17",0.000349045941094342
"San Bernardino","p17",0.000300333109400752
"San Diego","p17",0.000467596862253431
"San Joaquin","p17",0.00026369037368693
"San Luis Obispo","p17",0.000559329654029829
"San Mateo","p17",0.000611262048039995
"Santa Barbara","p17",0.0016393516252038
"Santa Clara","p17",0.000712027363377162
"Santa Cruz","p17",0.000633058765317111
"Shasta","p17",0.000250858493511127
"Sierra","p17",0
"Siskiyou","p17",0.000320938975746183
"Solano","p17",0.000263804054465391
"Sonoma","p17",0.000386093470442953
"Stanislaus","p17",0.000332282634836071
"Tehama","p17",0.000140961987250771
"Trinity","p17",7.85792865000786e-05
"Tulare","p17",0.00035906798065359
"Tuolumne","p17",0.000222321031569586
"Ventura","p17",0.000949302980764248
"Yolo","p17",0.000553834042027307
"Yuba","p17",0.000130585807934394
"Alameda","p18",0.00057656909589646
"Alpine","p18",0
"Amador","p18",0.000253774901662226
"Butte","p18",0.000191022796834231
"Calaveras","p18",0.00024071075320583
"Colusa","p18",0.000140069100756373
"Contra Costa","p18",0.000675347386701132
"Del Norte","p18",0.000108147080028839
"El Dorado","p18",0.000424648485420402
"Fresno","p18",0.000239931448157669
"Glenn","p18",0.000107269281653377
"Humboldt","p18",0.000300930683186049
"Imperial","p18",0.000286465076050969
"Inyo","p18",0.000222890894906943
"Kern","p18",0.000308808424651863
"Kings","p18",0.00025762640208215
"Lake","p18",9.32879332058398e-05
"Lassen","p18",0.000195963158926122
"Los Angeles","p18",0.000515291685270837
"Madera","p18",0.000191226526943818
"Marin","p18",0.000812594834823732
"Mariposa","p18",0.000172364263142775
"Mendocino","p18",0.000308920950561206
"Merced","p18",0.000317343361869918
"Modoc","p18",0.000113636363636364
"Mono","p18",0.000138859959730612
"Monterey","p18",0.000380228136882129
"Napa","p18",0.000403490190144752
"Nevada","p18",0.000361779957390361
"Orange","p18",0.000571163545785811
"Placer","p18",0.00043840644355517
"Plumas","p18",5.33589456272344e-05
"Riverside","p18",0.000305422912606116
"Sacramento","p18",0.000306743283166942
"San Benito","p18",0.000422991198529292
"San Bernardino","p18",0.000301834126917097
"San Diego","p18",0.000461326971940342
"San Joaquin","p18",0.000252494714222496
"San Luis Obispo","p18",0.000578781312421917
"San Mateo","p18",0.000606233274921586
"Santa Barbara","p18",0.00173852573018081
"Santa Clara","p18",0.00074986919983419
"Santa Cruz","p18",0.000686529774577218
"Shasta","p18",0.000217017511643824
"Sierra","p18",0
"Siskiyou","p18",0.00034443168771527
"Solano","p18",0.000307364406304336
"Sonoma","p18",0.000381034126619646
"Stanislaus","p18",0.000333864841295615
"Tehama","p18",0.000124964853634915
"Trinity","p18",0.000318293944457707
"Tulare","p18",0.00033578065774265
"Tuolumne","p18",0.000220640961994594
"Ventura","p18",0.000977430666091291
"Yolo","p18",0.000508817997619459
"Yuba","p18",0.000128937426666839
"Alameda","p19",0.000634225816700362
"Alpine","p19",0
"Amador","p19",0.000327027570939827
"Butte","p19",0.000310238792623616
"Calaveras","p19",0.000348545910031587
"Colusa","p19",0.000185640692439783
"Contra Costa","p19",0.00080882442181624
"Del Norte","p19",0.000143822810297713
"El Dorado","p19",0.000461515325938717
"Fresno","p19",0.000291261844398114
"Glenn","p19",0.00021131969147325
"Humboldt","p19",0.000287699730004869
"Imperial","p19",0.000364208260905554
"Inyo","p19",0.00027717722711902
"Kern","p19",0.000375471283112013
"Kings","p19",0.000326925591735321
"Lake","p19",0.000186375920231106
"Lassen","p19",0.000163542995453505
"Los Angeles","p19",0.000594176354530338
"Madera","p19",0.000247891334608808
"Marin","p19",0.000946581873536662
"Mariposa","p19",0.000174388188106726
"Mendocino","p19",0.000299715270493032
"Merced","p19",0.000360126764621147
"Modoc","p19",0.000113109376767334
"Mono","p19",0.00027693159789532
"Monterey","p19",0.000481499144129512
"Napa","p19",0.000515448948774538
"Nevada","p19",0.000300736805172673
"Orange","p19",0.00063797118864172
"Placer","p19",0.000474482149178192
"Plumas","p19",0.000106343382783006
"Riverside","p19",0.000329886591870785
"Sacramento","p19",0.000344703612880447
"San Benito","p19",0.000541332314354859
"San Bernardino","p19",0.000350903749165744
"San Diego","p19",0.000505042940631993
"San Joaquin","p19",0.000316211549462834
"San Luis Obispo","p19",0.00063226084468636
"San Mateo","p19",0.00074617812002249
"Santa Barbara","p19",0.0023650668870479
"Santa Clara","p19",0.000877142021275492
"Santa Cruz","p19",0.000827193435158649
"Shasta","p19",0.000266548200799645
"Sierra","p19",0
"Siskiyou","p19",0.000298582879717035
"Solano","p19",0.000388702604530843
"Sonoma","p19",0.000477408078715691
"Stanislaus","p19",0.000361384520393709
"Tehama","p19",0.00015364759387868
"Trinity","p19",0.000325600325600326
"Tulare","p19",0.000403264728278939
"Tuolumne","p19",0.000183560336282536
"Ventura","p19",0.00125767429545417
"Yolo","p19",0.000530612244897959
"Yuba","p19",0.000139828138506127
